Name,Action,Protocol,Src-Address,Src-Port,Dst-Address,Dst-Port
acl_Permit_UDP_170.70.13.134_10,permit,udp,172.17.87.0/24,170.70.13.134/32,any,any
acl_Permit_TCP_170.70.13.135_1,permit,tcp,172.17.87.0/24,170.70.13.135/32,843,any
acl_Permit_TCP_170.70.13.135_2,permit,tcp,172.17.87.0/24,170.70.13.135/32,3910,any
acl_Permit_TCP_170.70.13.135_3,permit,tcp,172.17.87.0/24,170.70.13.135/32,7627,any
acl_Permit_TCP_170.70.13.135_4,permit,tcp,172.17.87.0/24,170.70.13.135/32,9100,any
acl_Permit_TCP_170.70.13.135_5,permit,tcp,172.17.87.0/24,170.70.13.135/32,9400,any
acl_Permit_TCP_170.70.13.135_6,permit,tcp,172.17.87.0/24,170.70.13.135/32,59113,any
acl_Permit_TCP_170.70.13.135_7,permit,tcp,172.17.87.0/24,170.70.13.135/32,any,80
acl_Permit_TCP_170.70.13.135_8,permit,tcp,172.17.87.0/24,170.70.13.135/32,any,443
acl_Permit_TCP_170.70.13.135_9,permit,tcp,172.17.87.0/24,170.70.13.135/32,any,389
acl_Permit_TCP_170.70.13.135_10,permit,tcp,172.17.87.0/24,170.70.13.135/32,any,636
acl_Permit_TCP_170.70.13.135_11,permit,tcp,172.17.87.0/24,170.70.13.135/32,any,1443
acl_Permit_TCP_170.70.13.135_12,permit,tcp,172.17.87.0/24,170.70.13.135/32,any,2000
acl_Permit_TCP_170.70.13.135_13,permit,tcp,172.17.87.0/24,170.70.13.135/32,any,any
acl_Permit_TCP_170.70.13.135_14,permit,tcp,172.17.87.0/24,170.70.13.135/32,any,9100
acl_Permit_TCP_170.70.13.135_15,permit,tcp,172.17.87.0/24,170.70.13.135/32,any,any
acl_Permit_TCP_170.70.13.135_16,permit,tcp,172.17.87.0/24,170.70.13.135/32,any,65211
acl_Permit_UDP_170.70.13.135_1,permit,udp,172.17.87.0/24,170.70.13.135/32,162,any
acl_Permit_UDP_170.70.13.135_2,permit,udp,172.17.87.0/24,170.70.13.135/32,445,any
acl_Permit_UDP_170.70.13.135_3,permit,udp,172.17.87.0/24,170.70.13.135/32,1434,any
acl_Permit_UDP_170.70.13.135_4,permit,udp,172.17.87.0/24,170.70.13.135/32,2493,any
acl_Permit_UDP_170.70.13.135_5,permit,udp,172.17.87.0/24,170.70.13.135/32,3702,any
acl_Permit_UDP_170.70.13.135_6,permit,udp,172.17.87.0/24,170.70.13.135/32,8000,any
acl_Permit_UDP_170.70.13.135_7,permit,udp,172.17.87.0/24,170.70.13.135/32,any,69
acl_Permit_UDP_170.70.13.135_8,permit,udp,172.17.87.0/24,170.70.13.135/32,any,427
acl_Permit_UDP_170.70.13.135_9,permit,udp,172.17.87.0/24,170.70.13.135/32,any,2493
acl_Permit_UDP_170.70.13.135_10,permit,udp,172.17.87.0/24,170.70.13.135/32,any,any
acl_Permit_TCP_170.70.49.20_1,permit,tcp,172.17.87.0/24,170.70.49.20/32,843,any
acl_Permit_TCP_170.70.49.20_2,permit,tcp,172.17.87.0/24,170.70.49.20/32,3910,any
acl_Permit_TCP_170.70.49.20_3,permit,tcp,172.17.87.0/24,170.70.49.20/32,7627,any
acl_Permit_TCP_170.70.49.20_4,permit,tcp,172.17.87.0/24,170.70.49.20/32,9100,any
acl_Permit_TCP_170.70.49.20_5,permit,tcp,172.17.87.0/24,170.70.49.20/32,9400,any
acl_Permit_TCP_170.70.49.20_6,permit,tcp,172.17.87.0/24,170.70.49.20/32,59113,any
acl_Permit_TCP_170.70.49.20_7,permit,tcp,172.17.87.0/24,170.70.49.20/32,any,80
acl_Permit_TCP_170.70.49.20_8,permit,tcp,172.17.87.0/24,170.70.49.20/32,any,443
acl_Permit_TCP_170.70.49.20_9,permit,tcp,172.17.87.0/24,170.70.49.20/32,any,389
acl_Permit_TCP_170.70.49.20_10,permit,tcp,172.17.87.0/24,170.70.49.20/32,any,636
acl_Permit_TCP_170.70.49.20_11,permit,tcp,172.17.87.0/24,170.70.49.20/32,any,1443
acl_Permit_TCP_170.70.49.20_12,permit,tcp,172.17.87.0/24,170.70.49.20/32,any,2000
acl_Permit_TCP_170.70.49.20_13,permit,tcp,172.17.87.0/24,170.70.49.20/32,any,any
acl_Permit_TCP_170.70.49.20_14,permit,tcp,172.17.87.0/24,170.70.49.20/32,any,9100
acl_Permit_TCP_170.70.49.20_15,permit,tcp,172.17.87.0/24,170.70.49.20/32,any,any
acl_Permit_TCP_170.70.49.20_16,permit,tcp,172.17.87.0/24,170.70.49.20/32,any,65211
acl_Permit_UDP_170.70.49.20_1,permit,udp,172.17.87.0/24,170.70.49.20/32,162,any
acl_Permit_UDP_170.70.49.20_2,permit,udp,172.17.87.0/24,170.70.49.20/32,445,any
acl_Permit_UDP_170.70.49.20_3,permit,udp,172.17.87.0/24,170.70.49.20/32,1434,any
acl_Permit_UDP_170.70.49.20_4,permit,udp,172.17.87.0/24,170.70.49.20/32,2493,any
acl_Permit_UDP_170.70.49.20_5,permit,udp,172.17.87.0/24,170.70.49.20/32,3702,any
acl_Permit_UDP_170.70.49.20_6,permit,udp,172.17.87.0/24,170.70.49.20/32,8000,any
acl_Permit_UDP_170.70.49.20_7,permit,udp,172.17.87.0/24,170.70.49.20/32,any,69
acl_Permit_UDP_170.70.49.20_8,permit,udp,172.17.87.0/24,170.70.49.20/32,any,427
acl_Permit_UDP_170.70.49.20_9,permit,udp,172.17.87.0/24,170.70.49.20/32,any,2493
acl_Permit_UDP_170.70.49.20_10,permit,udp,172.17.87.0/24,170.70.49.20/32,any,any
acl_Permit_TCP_170.70.49.194_1,permit,tcp,172.17.87.0/24,170.70.49.194/32,any,any
acl_Permit_TCP_170.70.49.194_2,permit,tcp,172.17.87.0/24,170.70.49.194/32,any,any
acl_Permit_UDP_170.70.49.194_1,permit,udp,172.17.87.0/24,170.70.49.194/32,any,any
acl_Permit_TCP_170.70.49.195_1,permit,tcp,172.17.87.0/24,170.70.49.195/32,any,8447
acl_Permit_TCP_170.70.49.195_2,permit,tcp,172.17.87.0/24,170.70.49.195/32,any,any
acl_Permit_UDP_170.70.49.195_1,permit,udp,172.17.87.0/24,170.70.49.195/32,any,any
acl_Permit_TCP_170.70.130.184_3,permit,tcp,172.17.87.0/24,170.70.130.184/32,any,any
acl_Permit_TCP_170.70.130.184_6,permit,tcp,172.17.87.0/24,170.70.130.184/32,any,any
acl_Permit_UDP_170.70.130.184_2,permit,udp,172.17.87.0/24,170.70.130.184/32,any,any
acl_Permit_TCP_170.70.130.184_7,permit,tcp,172.17.87.0/24,170.70.130.184/32,any,any
acl_Permit_UDP_170.70.130.184_3,permit,udp,172.17.87.0/24,170.70.130.184/32,any,any
acl_Permit_TCP_170.70.130.184_8,permit,tcp,172.17.87.0/24,170.70.130.184/32,any,any
acl_Permit_UDP_170.70.130.184_4,permit,udp,172.17.87.0/24,170.70.130.184/32,any,any
acl_Permit_UDP_170.70.130.184_5,permit,udp,172.17.87.0/24,170.70.130.184/32,any,any
acl_Permit_TCP_170.70.130.184_2,permit,tcp,172.17.87.0/24,170.70.130.184/32,any,any
acl_Permit_TCP_170.70.130.184_21,permit,tcp,172.17.87.0/24,170.70.130.184/32,any,any
acl_Permit_TCP_170.70.130.184_4,permit,tcp,172.17.87.0/24,170.70.130.184/32,any,any
acl_Permit_TCP_170.70.130.86_1,permit,tcp,172.17.87.0/24,170.70.130.86/32,any,any
acl_Permit_UDP_170.70.130.86_1,permit,udp,172.17.87.0/24,170.70.130.86/32,any,any
acl_Permit_TCP_170.70.130.107_1,permit,tcp,172.17.87.0/24,170.70.130.107/32,any,any
acl_Permit_UDP_170.70.130.107_1,permit,udp,172.17.87.0/24,170.70.130.107/32,any,any
acl_Permit_TCP_170.70.49.121_1,permit,tcp,172.17.87.0/24,170.70.49.121/32,any,any
acl_Permit_UDP_170.70.49.121_1,permit,udp,172.17.87.0/24,170.70.49.121/32,any,any
acl_Permit_TCP_170.70.49.121_2,permit,tcp,172.17.87.0/24,170.70.49.121/32,any,any
acl_Permit_TCP_170.70.49.121_3,permit,tcp,172.17.87.0/24,170.70.49.121/32,any,any
acl_Permit_TCP_170.70.49.121_4,permit,tcp,172.17.87.0/24,170.70.49.121/32,any,any
acl_Permit_TCP_170.70.49.121_5,permit,tcp,172.17.87.0/24,170.70.49.121/32,any,any
acl_Permit_UDP_170.70.49.121_5,permit,udp,172.17.87.0/24,170.70.49.121/32,any,any
acl_Permit_TCP_170.70.49.121_6,permit,tcp,172.17.87.0/24,170.70.49.121/32,any,any
acl_Permit_UDP_170.70.49.121_3,permit,udp,172.17.87.0/24,170.70.49.121/32,any,any
acl_Permit_TCP_170.70.49.121_7,permit,tcp,172.17.87.0/24,170.70.49.121/32,any,any
acl_Permit_UDP_170.70.49.121_4,permit,udp,172.17.87.0/24,170.70.49.121/32,any,any
acl_Permit_TCP_170.70.49.121_8,permit,tcp,172.17.87.0/24,170.70.49.121/32,any,any
acl_Permit_UDP_172.17.90.0,permit,udp,172.17.87.0/24,170.70.49.121/32,any,any
acl_Permit_TCP_170.70.49.121_9,permit,tcp,172.17.87.0/24,170.70.49.121/32,any,any
acl_Permit_UDP_172.17.90.0_20,permit,udp,172.17.87.0/24,170.70.49.121/32,any,any
acl_Permit_TCP_170.70.49.121_10,permit,tcp,172.17.87.0/24,170.70.49.121/32,any,any
acl_Permit_TCP_170.70.49.121_11,permit,tcp,172.17.87.0/24,170.70.49.121/32,any,any
acl_Permit_TCP_170.70.49.121_12,permit,tcp,172.17.87.0/24,170.70.49.121/32,any,any
acl_Permit_UDP_170.70.49.121_6,permit,udp,172.17.87.0/24,170.70.49.121/32,any,any
acl_Permit_TCP_170.70.49.121_13,permit,tcp,172.17.87.0/24,170.70.49.121/32,any,any
acl_Permit_UDP_170.70.49.121_7,permit,udp,172.17.87.0/24,170.70.49.121/32,any,any
acl_Permit_TCP_170.70.49.121_14,permit,tcp,172.17.87.0/24,170.70.49.121/32,any,any
acl_Permit_UDP_170.70.49.121_8,permit,udp,172.17.87.0/24,170.70.49.121/32,any,any
acl_Permit_TCP_170.70.49.123_1,permit,tcp,172.17.87.0/24,170.70.49.123/32,any,any
acl_Permit_udp_170.70.49.123_1,permit,udp,172.17.87.0/24,170.70.49.123/32,any,any
acl_Permit_TCP_170.70.49.123_2,permit,tcp,172.17.87.0/24,170.70.49.123/32,any,any
acl_Permit_TCP_170.70.49.123_3,permit,tcp,172.17.87.0/24,170.70.49.123/32,any,any
acl_Permit_TCP_170.70.49.123_4,permit,tcp,172.17.87.0/24,170.70.49.123/32,any,any
acl_Permit_TCP_170.70.49.123_5,permit,tcp,172.17.87.0/24,170.70.49.123/32,any,any
acl_Permit_UDP_170.70.49.123_2,permit,udp,172.17.87.0/24,170.70.49.123/32,any,any
acl_Permit_TCP_170.70.49.123_6,permit,tcp,172.17.87.0/24,170.70.49.123/32,any,any
acl_Permit_UDP_170.70.49.123_3,permit,udp,172.17.87.0/24,170.70.49.123/32,any,any
acl_Permit_TCP_170.70.49.123_7,permit,tcp,172.17.87.0/24,170.70.49.123/32,any,any
acl_Permit_UDP_170.70.49.123_4,permit,udp,172.17.87.0/24,170.70.49.123/32,any,any
acl_Permit_TCP_170.70.49.123_8,permit,tcp,172.17.87.0/24,170.70.49.123/32,any,any
acl_Permit_UDP_170.70.49.123_5,permit,udp,172.17.87.0/24,170.70.49.123/32,any,any
acl_Permit_TCP_170.70.49.123_9,permit,tcp,172.17.87.0/24,170.70.49.123/32,any,any
acl_Permit_UDP_170.70.49.123_6,permit,udp,172.17.87.0/24,170.70.49.123/32,any,any
acl_Permit_TCP_170.70.49.123_10,permit,tcp,172.17.87.0/24,170.70.49.123/32,any,any
acl_Permit_TCP_170.70.49.123_11,permit,tcp,172.17.87.0/24,170.70.49.123/32,any,any
acl_Permit_TCP_170.70.49.123_12,permit,tcp,172.17.87.0/24,170.70.49.123/32,any,any
acl_Permit_UDP_170.70.49.123_7,permit,udp,172.17.87.0/24,170.70.49.123/32,any,any
acl_Permit_TCP_170.70.49.123_13,permit,tcp,172.17.87.0/24,170.70.49.123/32,any,any
acl_Permit_UDP_170.70.49.123_8,permit,udp,172.17.87.0/24,170.70.49.123/32,any,any
acl_Permit_TCP_170.70.49.123_14,permit,tcp,172.17.87.0/24,170.70.49.123/32,any,any
acl_Permit_UDP_170.70.49.123_9,permit,udp,172.17.87.0/24,170.70.49.123/32,any,any
acl_Permit_IP_170.70.38.95,permit,ip,172.17.187.175/32,170.70.38.95/32, , 
acl_Permit_IP_170.70.19.42,permit,ip,172.17.187.0/24,170.70.19.42/32, , 
acl_Permit_IP_170.70.19.62,permit,ip,172.17.187.0/24,170.70.19.62/32, , 
acl_Permit_IP_170.70.19.59,permit,ip,172.17.187.0/24,170.70.19.59/32, , 
acl_Permit_IP_170.70.19.56,permit,ip,172.17.187.0/24,170.70.19.56/32, , 
acl_Permit_IP_170.70.19.53,permit,ip,172.17.187.0/24,170.70.19.53/32, , 
acl_Permit_IP_170.70.19.55,permit,ip,172.17.187.0/24,170.70.19.55/32, , 
acl_Permit_TCP_170.70.130.136,permit,tcp,172.17.87.0/24,170.70.130.136/32,any,any
acl_Permit_TCP_170.70.0.0_2,permit,tcp,172.17.87.0/24,170.70.0.0/16,any,any
acl_Permit_TCP_170.70.0.0_3,permit,tcp,172.17.87.0/24,170.70.0.0/16,any,any
acl_Permit_TCP_170.70.0.0_4,permit,tcp,172.17.87.0/24,170.70.0.0/16,any,any
acl_Permit_UDP_170.70.0.0_5,permit,udp,172.17.87.0/24,170.70.0.0/16,any,any
acl_Deny_Any_Any,deny,ip,0.0.0.0/0,0.0.0.0/0, , 
acl_Deny_UPD_4444,deny,udp,0.0.0.0/0,0.0.0.0/0,1024-65535,4444
acl_Deny_UPD_4996,deny,udp,0.0.0.0/0,0.0.0.0/0,1024-65535,4996
acl_Deny_UPD_69,deny,udp,0.0.0.0/0,0.0.0.0/0,1024-65535,69
acl_Deny_IP_10.0.0.0,deny,ip,10.0.0.0/24,0.0.0.0/0, , 
acl_Deny_IP_127.0.0.0,deny,ip,127.0.0.0/24,0.0.0.0/0, , 
acl_Deny_IP_169.254.0.0,deny,ip,169.254.0.0/16,0.0.0.0/0, , 
acl_Deny_IP_192.0.0.0,deny,ip,192.0.0.0/8,0.0.0.0/0, , 
acl_UPS_5M18_reply_1,permit,icmp,172.17.110.69/28,0.0.0.0/0,any,any
acl_UPS_5M18_reply_2,permit,icmp,172.17.110.129/28,0.0.0.0/0,any,any
acl_UPS_5M18_reply_3,permit,icmp,172.17.110.199/27,0.0.0.0/0,any,any
acl_UPS_5M18_request_1,permit,icmp,172.17.110.69/28,0.0.0.0/0,any,any
acl_UPS_5M18_request_2,permit,icmp,172.17.110.129/28,0.0.0.0/0,any,any
acl_UPS_5M18_request_3,permit,icmp,172.17.110.199/27,0.0.0.0/0,any,any
acl_Deny_ICMP,deny,icmp,0.0.0.0/0,0.0.0.0/0,any,any
Permit_TCP_BMSCADA5,permit,tcp,172.17.110.69/28,170.70.13.153/32,any,any
Permit_UDP_BMSCADA5,permit,udp,172.17.110.69/28,170.70.13.153/32,any,any
Permit_TCP_BMSCADA6,permit,tcp,172.17.110.69/28,170.70.13.247/32,any,any
Permit_UDP_BMSCADA6,permit,udp,172.17.110.69/28,170.70.13.247/32,any,any
Permit_UDP_SV_INMUEBLES,permit,udp,172.17.110.69/28,170.70.74.83/32,any,any
Permit_TCP_BMTRACERC,permit,tcp,172.17.110.69/28,170.70.49.93/32,any,any
Permit_UDP_BMTRACERC,permit,udp,172.17.110.69/28,170.70.49.93/32,any,any
Permit_UDP_HPOV4_MON,permit,udp,172.17.110.69/28,170.70.65.244/32,any,any
Permit_UDP_NTP1,permit,udp,172.17.110.69/28,170.70.49.40/32,any,123
Permit_UDP_NTP2,permit,udp,172.17.110.69/28,170.70.49.157/32,any,123
Permit_TCP_DNS,permit,tcp,172.17.110.69/28,170.70.13.30/32,any,53
Permit_UDP_DNS,permit,udp,172.17.110.69/28,170.70.13.30/32,any,53
Permit_TCP_SMTP_I1,permit,tcp,172.17.110.69/28,170.70.13.190/32,any,25
Permit_TCP_BMSCADA5_I2,permit,tcp,172.17.110.129/28,170.70.13.153/32,any,any
Permit_UDP_BMSCADA5_I2,permit,udp,172.17.110.129/28,170.70.13.153/32,any,any
Permit_TCP_BMSCADA6_I2,permit,tcp,172.17.110.129/28,170.70.13.247/32,any,any
Permit_UDP_BMSCADA6_I2,permit,udp,172.17.110.129/28,170.70.13.247/32,any,any
Permit_UDP_SV_INMUEBLES_I2,permit,udp,172.17.110.129/28,170.70.74.83/32,any,any
Permit_TCP_BMTRACERC_I2,permit,tcp,172.17.110.129/28,170.70.49.93/32,any,any
Permit_UDP_BMTRACERC_I2,permit,udp,172.17.110.129/28,170.70.49.93/32,any,any
Permit_UDP_HPOV4_MON_I2,permit,udp,172.17.110.129/28,170.70.65.244/32,any,any
Permit_UDP_NTP1_I2,permit,udp,172.17.110.129/28,170.70.49.40/32,any,123
Permit_UDP_NTP2_I2,permit,udp,172.17.110.129/28,170.70.49.157/32,any,123
Permit_TCP_DNS_I2,permit,tcp,172.17.110.129/28,170.70.13.30/32,any,53
Permit_UDP_DNS_I2,permit,udp,172.17.110.129/28,170.70.13.30/32,any,53
Permit_TCP_ION1_I2,permit,tcp,172.17.110.129/28,172.17.175.10/32,any,any
Permit_TCP_ION2_I2,permit,tcp,172.17.110.129/28,172.17.175.11/32,any,any
Permit_TCP_SMTP_I2,permit,tcp,172.17.110.129/28,170.70.13.190/32,any,25
Permit_TCP_BMSCADA5_I3,permit,tcp,172.17.110.199/27,170.70.13.153/32,any,any
Permit_UDP_BMSCADA5_I3,permit,udp,172.17.110.199/27,170.70.13.153/32,any,any
Permit_TCP_BMSCADA6_I3,permit,tcp,172.17.110.199/27,170.70.13.247/32,any,any
Permit_UDP_BMSCADA6_I3,permit,udp,172.17.110.199/27,170.70.13.247/32,any,any
Permit_UDP_SV_INMUEBLES_I3,permit,udp,172.17.110.199/27,170.70.74.83/32,any,any
Permit_TCP_BMTRACERC_I3,permit,tcp,172.17.110.199/27,170.70.49.93/32,any,any
Permit_UDP_BMTRACERC_I3,permit,udp,172.17.110.199/27,170.70.49.93/32,any,any
Permit_UDP_HPOV4_MON_I3,permit,udp,172.17.110.199/27,170.70.65.244/32,any,any
Permit_UDP_NTP1_I3,permit,udp,172.17.110.199/27,170.70.49.40/32,any,123
Permit_UDP_NTP2_I3,permit,udp,172.17.110.199/27,170.70.49.157/32,any,123
Permit_TCP_DNS_I3,permit,tcp,172.17.110.199/27,170.70.13.30/32,any,53
Permit_UDP_DNS_I3,permit,udp,172.17.110.199/27,170.70.13.30/32,any,53
Permit_TCP_HTTP,permit,tcp,0.0.0.0/0,0.0.0.0/0,80,any
Permit_TCP_HTTPS,permit,tcp,0.0.0.0/0,0.0.0.0/0,443,any
Permit_TCP_SMTP_I3,permit,tcp,172.17.110.199/27,170.70.13.190/32,any,25
Permit_TCP_ETB_1,permit,tcp,172.17.110.69/28,170.70.99.116/32,any,any
Permit_UDP_ETB_1,permit,udp,172.17.110.69/28,170.70.99.116/32,any,any
Permit_TCP_ETB_2,permit,tcp,172.17.110.69/28,170.70.1.71/32,any,any
Permit_UDP_ETB_2,permit,udp,172.17.110.69/28,170.70.1.71/32,any,any
Permit_TCP_ETB_3,permit,tcp,172.17.110.69/28,170.70.1.84/32,any,any
Permit_UDP_ETB_3,permit,udp,172.17.110.69/28,170.70.1.84/32,any,any
Permit_TCP_ETB_4,permit,tcp,172.17.110.69/28,170.70.99.81/32,any,any
Permit_UDP_ETB_4,permit,udp,172.17.110.69/28,170.70.99.81/32,any,any
Permit_TCP_ETB_5,permit,tcp,172.17.110.69/28,170.70.1.60/32,any,any
Permit_UDP_ETB_5,permit,udp,172.17.110.69/28,170.70.1.60/32,any,any
Permit_TCP_ETB_6,permit,tcp,172.17.110.69/28,170.70.1.72/32,any,any
Permit_UDP_ETB_6,permit,udp,172.17.110.69/28,170.70.1.72/32,any,any
Permit_TCP_ETB_7,permit,tcp,172.17.110.69/28,170.70.99.30/32,any,any
Permit_UDP_ETB_7,permit,udp,172.17.110.69/28,170.70.99.30/32,any,any
Permit_TCP_ETB_8,permit,tcp,172.17.110.69/28,170.70.41.245/32,any,any
Permit_UDP_ETB_8,permit,udp,172.17.110.69/28,170.70.41.245/32,any,any
Permit_TCP_ETB_9,permit,tcp,172.17.110.69/28,170.70.99.54/32,any,any
Permit_UDP_ETB_9,permit,udp,172.17.110.69/28,170.70.99.54/32,any,any
Permit_TCP_ETB_10,permit,tcp,172.17.110.69/28,170.70.1.21/32,any,any
Permit_UDP_ETB_10,permit,udp,172.17.110.69/28,170.70.1.21/32,any,any
Permit_TCP_ETB_11,permit,tcp,172.17.110.69/28,170.70.28.108/32,any,any
Permit_UDP_ETB_11,permit,udp,172.17.110.69/28,170.70.28.108/32,any,any
Permit_TCP_ETB_12,permit,tcp,172.17.110.69/28,170.70.1.28/32,any,any
Permit_UDP_ETB_12,permit,udp,172.17.110.69/28,170.70.1.28/32,any,any
Permit_TCP_ETB_13,permit,tcp,172.17.110.69/28,170.70.68.57/32,any,any
Permit_UDP_ETB_13,permit,udp,172.17.110.69/28,170.70.68.57/32,any,any
Permit_TCP_EXT_1,permit,tcp,172.17.110.69/28,170.70.52.71/32,any,any
Permit_UDP_EXT_1,permit,udp,172.17.110.69/28,170.70.52.71/32,any,any
Permit_TCP_EXT_2,permit,tcp,172.17.110.69/28,170.70.52.72/32,any,any
Permit_UDP_EXT_2,permit,udp,172.17.110.69/28,170.70.52.72/32,any,any
Permit_TCP_ETB_1_I2,permit,tcp,172.17.110.129/28,170.70.99.116/32,any,any
Permit_UDP_ETB_1_I2,permit,udp,172.17.110.129/28,170.70.99.116/32,any,any
Permit_TCP_ETB_2_I2,permit,tcp,172.17.110.129/28,170.70.1.71/32,any,any
Permit_UDP_ETB_2_I2,permit,udp,172.17.110.129/28,170.70.1.71/32,any,any
Permit_TCP_ETB_3_I2,permit,tcp,172.17.110.129/28,170.70.1.84/32,any,any
Permit_UDP_ETB_3_I2,permit,udp,172.17.110.129/28,170.70.1.84/32,any,any
Permit_TCP_ETB_4_I2,permit,tcp,172.17.110.129/28,170.70.99.81/32,any,any
Permit_UDP_ETB_4_I2,permit,udp,172.17.110.129/28,170.70.99.81/32,any,any
Permit_TCP_ETB_5_I2,permit,tcp,172.17.110.129/28,170.70.1.60/32,any,any
Permit_UDP_ETB_5_I2,permit,udp,172.17.110.129/28,170.70.1.60/32,any,any
Permit_TCP_ETB_6_I2,permit,tcp,172.17.110.129/28,170.70.1.72/32,any,any
Permit_UDP_ETB_6_I2,permit,udp,172.17.110.129/28,170.70.1.72/32,any,any
Permit_TCP_ETB_7_I2,permit,tcp,172.17.110.129/28,170.70.99.30/32,any,any
Permit_UDP_ETB_7_I2,permit,udp,172.17.110.129/28,170.70.99.30/32,any,any
Permit_TCP_ETB_8_I2,permit,tcp,172.17.110.129/28,170.70.41.245/32,any,any
Permit_UDP_ETB_8_I2,permit,udp,172.17.110.129/28,170.70.41.245/32,any,any
Permit_TCP_ETB_9_I2,permit,tcp,172.17.110.129/28,170.70.99.54/32,any,any
Permit_UDP_ETB_9_I2,permit,udp,172.17.110.129/28,170.70.99.54/32,any,any
Permit_TCP_ETB_10_I2,permit,tcp,172.17.110.129/28,170.70.1.21/32,any,any
Permit_UDP_ETB_10_I2,permit,udp,172.17.110.129/28,170.70.1.21/32,any,any
Permit_TCP_ETB_11_I2,permit,tcp,172.17.110.129/28,170.70.28.108/32,any,any
Permit_UDP_ETB_11_I2,permit,udp,172.17.110.129/28,170.70.28.108/32,any,any
Permit_TCP_ETB_12_I2,permit,tcp,172.17.110.129/28,170.70.1.28/32,any,any
Permit_UDP_ETB_12_I2,permit,udp,172.17.110.129/28,170.70.1.28/32,any,any
Permit_TCP_ETB_13_I2,permit,tcp,172.17.110.129/28,170.70.68.57/32,any,any
Permit_UDP_ETB_13_I2,permit,udp,172.17.110.129/28,170.70.68.57/32,any,any
Permit_TCP_EXT_1_I2,permit,tcp,172.17.110.129/28,170.70.52.71/32,any,any
Permit_UDP_EXT_1_I2,permit,udp,172.17.110.129/28,170.70.52.71/32,any,any
Permit_TCP_EXT_2_I2,permit,tcp,172.17.110.129/28,170.70.52.72/32,any,any
Permit_UDP_EXT_2_I2,permit,udp,172.17.110.129/28,170.70.52.72/32,any,any
Permit_TCP_ETB_1_I3,permit,tcp,172.17.110.199/27,170.70.99.116/32,any,any
Permit_UDP_ETB_1_I3,permit,udp,172.17.110.199/27,170.70.99.116/32,any,any
Permit_TCP_ETB_2_I3,permit,tcp,172.17.110.199/27,170.70.1.71/32,any,any
Permit_UDP_ETB_2_I3,permit,udp,172.17.110.199/27,170.70.1.71/32,any,any
Permit_TCP_ETB_3_I3,permit,tcp,172.17.110.199/27,170.70.1.84/32,any,any
Permit_UDP_ETB_3_I3,permit,udp,172.17.110.199/27,170.70.1.84/32,any,any
Permit_TCP_ETB_4_I3,permit,tcp,172.17.110.199/27,170.70.99.81/32,any,any
Permit_UDP_ETB_4_I3,permit,udp,172.17.110.199/27,170.70.99.81/32,any,any
Permit_TCP_ETB_5_I3,permit,tcp,172.17.110.199/27,170.70.1.60/32,any,any
Permit_UDP_ETB_5_I3,permit,udp,172.17.110.199/27,170.70.1.60/32,any,any
Permit_TCP_ETB_6_I3,permit,tcp,172.17.110.199/27,170.70.1.72/32,any,any
Permit_UDP_ETB_6_I3,permit,udp,172.17.110.199/27,170.70.1.72/32,any,any
Permit_TCP_ETB_7_I3,permit,tcp,172.17.110.199/27,170.70.99.30/32,any,any
Permit_UDP_ETB_7_I3,permit,udp,172.17.110.199/27,170.70.99.30/32,any,any
Permit_TCP_ETB_8_I3,permit,tcp,172.17.110.199/27,170.70.41.245/32,any,any
Permit_UDP_ETB_8_I3,permit,udp,172.17.110.199/27,170.70.41.245/32,any,any
Permit_TCP_ETB_9_I3,permit,tcp,172.17.110.199/27,170.70.99.54/32,any,any
Permit_UDP_ETB_9_I3,permit,udp,172.17.110.199/27,170.70.99.54/32,any,any
Permit_TCP_ETB_10_I3,permit,tcp,172.17.110.199/27,170.70.1.21/32,any,any
Permit_UDP_ETB_10_I3,permit,udp,172.17.110.199/27,170.70.1.21/32,any,any
Permit_TCP_ETB_11_I3,permit,tcp,172.17.110.199/27,170.70.28.108/32,any,any
Permit_UDP_ETB_11_I3,permit,udp,172.17.110.199/27,170.70.28.108/32,any,any
Permit_TCP_ETB_12_I3,permit,tcp,172.17.110.199/27,170.70.1.28/32,any,any
Permit_UDP_ETB_12_I3,permit,udp,172.17.110.199/27,170.70.1.28/32,any,any
Permit_TCP_ETB_13_I3,permit,tcp,172.17.110.199/27,170.70.68.57/32,any,any
Permit_UDP_ETB_13_I3,permit,udp,172.17.110.199/27,170.70.68.57/32,any,any
Permit_TCP_EXT_1_I3,permit,tcp,172.17.110.199/27,170.70.52.71/32,any,any
Permit_UDP_EXT_1_I3,permit,udp,172.17.110.199/27,170.70.52.71/32,any,any
Permit_TCP_EXT_2_I3,permit,tcp,172.17.110.199/27,170.70.52.72/32,any,any
Permit_UDP_EXT_2_I3,permit,udp,172.17.110.199/27,170.70.52.72/32,any,any
Permit_TCP_SIST_ELECT,permit,tcp,172.17.110.69/28,172.17.110.0/24,any,any
Permit_UDP_SIST_ELECT,permit,udp,172.17.110.69/28,172.17.110.0/24,any,any
Permit_TCP_SIST_ELECT_I2,permit,tcp,172.17.110.129/28,172.17.110.0/24,any,any
Permit_UDP_SIST_ELECT_I2,permit,udp,172.17.110.129/28,172.17.110.0/24,any,any
