Name,Action,Protocol,Src-Address,Src-Port,Dst-Address,Dst-Port
Permit_TCP_SIST_ELECT_I3,permit,tcp,172.17.110.199/27,172.17.110.0/24,any,any
Permit_UDP_SIST_ELECT_I3,permit,udp,172.17.110.199/27,172.17.110.0/24,any,any
acl_DENY_TCP_ALL_I1,deny,tcp,172.17.110.69/28,0.0.0.0/0,any,any
acl_DENY_UDP_ALL_I1,deny,udp,172.17.110.69/28,0.0.0.0/0,any,any
acl_DENY_TCP_ALL_I2,deny,tcp,172.17.110.129/28,0.0.0.0/0,any,any
acl_DENY_UDP_ALL_I2,deny,udp,172.17.110.129/28,0.0.0.0/0,any,any
acl_DENY_TCP_ALL_I3,deny,tcp,172.17.110.199/27,0.0.0.0/0,any,any
acl_DENY_UDP_ALL_I3,deny,udp,172.17.110.199/27,0.0.0.0/0,any,any
acl_DENY_Any_Any,deny,ip,0.0.0.0/0,0.0.0.0/0, , 
acl_Deny_IP_10.0.0.0,deny,ip,10.0.0.0/24,0.0.0.0/0, , 
acl_Deny_IP_127.0.0.0,deny,ip,127.0.0.0/24,0.0.0.0/0, , 
acl_Deny_IP_169.254.0.0,deny,ip,169.254.0.0/16,0.0.0.0/0, , 
acl_Deny_IP_192.0.0.0,deny,ip,192.0.0.0/8,0.0.0.0/0, , 
acl_Permit_DHCP,permit,udp,0.0.0.0/0,0.0.0.0/0,68,67
acl_SubImpresoras_reply_8,permit,icmp,172.16.142.0/23,0.0.0.0/0,any,any
acl_SubImpresoras_request_8,permit,icmp,172.16.142.0/23,0.0.0.0/0,any,any
acl_Deny_ICMP,deny,ip,0.0.0.0/0,0.0.0.0/0, , 
acl_Permit_TCP_170.70.0.0_2,permit,tcp,172.16.142.0/23,170.70.0.0/16,any,any
acl_Permit_UDP_170.70.0.0_1,permit,udp,172.16.142.0/23,170.70.0.0/16,any,any
acl_Deny_IP_170.70.0.0_1,deny,ip,172.16.142.0/23,170.70.0.0/16, , 
acl_Permit_TCP_170.70.0.0_3,permit,tcp,172.16.142.0/23,172.16.0.0/16,any,any
acl_Permit_UDP_170.70.0.0_2,permit,udp,172.16.142.0/23,172.16.0.0/16,any,any
acl_Deny_IP_170.70.0.0_2,deny,ip,172.16.142.0/23,172.16.0.0/16, , 
acl_Permit_TCP_170.70.0.0_4,permit,tcp,172.16.142.0/23,172.17.0.0/16,any,any
acl_Permit_UDP_170.70.0.0_3,permit,udp,172.16.142.0/23,172.17.0.0/16,any,any
acl_Deny_IP_170.70.0.0_3,deny,ip,172.16.142.0/23,172.17.0.0/16, , 
acl_Permit_TCP_170.70.0.0_5,permit,tcp,172.16.142.0/23,172.18.0.0/16,any,any
acl_Permit_UDP_170.70.0.0_4,permit,udp,172.16.142.0/23,172.18.0.0/16,any,any
acl_Deny_IP_170.70.0.0_4,deny,ip,172.16.142.0/23,172.18.0.0/16, , 
acl_Deny_IP_170.70.0.0_5,deny,ip,172.16.142.0/23,172.24.0.0/16, , 
acl_Deny_Any_Any,deny,ip,0.0.0.0/0,0.0.0.0/0, , 
acl_Deny_IP_10.0.0.0,deny,ip,10.0.0.0/24,0.0.0.0/0, , 
acl_Deny_IP_127.0.0.0,deny,ip,127.0.0.0/24,0.0.0.0/0, , 
acl_Deny_IP_169.254.0.0,deny,ip,169.254.0.0/16,0.0.0.0/0, , 
acl_Deny_IP_192.0.0.0,deny,ip,192.0.0.0/8,0.0.0.0/0, , 
acl_Permit_DHCP,permit,udp,0.0.0.0/0,any,68,67
acl_VozCisco_P3-P5_reply_1,permit,icmp,172.16.144.0/23,0.0.0.0/0,any,any
acl_VozCisco_P3-P5_request_1,permit,icmp,172.16.144.0/23,0.0.0.0/0,any,any
acl_Deny_ICMP,deny,icmp,0.0.0.0/0,0.0.0.0/0,any,any
acl_Permit_TCP_170.70.0.0_1,permit,tcp,172.16.144.0/23,170.70.0.0/16,any,any
acl_Permit_UDP_170.70.0.0_1,permit,udp,172.16.144.0/23,170.70.0.0/16,any,any
acl_Deny_IP_170.70.0.0_1,deny,ip,172.16.144.0/23,170.70.0.0/16, , 
acl_Permit_TCP_172.16.0.0_2,permit,tcp,172.16.144.0/23,172.16.0.0/16,any,any
acl_Permit_UDP_172.16.0.0_1,permit,udp,172.16.144.0/23,172.16.0.0/16,any,any
acl_Deny_IP_172.16.0.0_1,deny,ip,172.16.144.0/23,172.16.0.0/16, , 
acl_Deny_IP_172.17.0.0_1,deny,ip,172.16.144.0/23,172.17.0.0/16, , 
acl_Permit_TCP_172.18.0.0_1,permit,tcp,172.16.144.0/23,172.18.0.0/16,any,any
acl_Permit_UDP_172.18.0.0_1,permit,udp,172.16.144.0/23,172.18.0.0/16,any,any
acl_Deny_IP_172.18.0.0_1,deny,ip,172.16.144.0/23,172.18.0.0/16, , 
acl_Deny_IP_172.24.0.0_1,deny,ip,172.16.148.0/23,172.24.0.0/16, , 
acl_Deny_Any_Any,deny,ip,0.0.0.0/0,0.0.0.0/0, , 
acl_Deny_IP_10.0.0.0,deny,ip,10.0.0.0/24,0.0.0.0/0, , 
acl_Deny_IP_127.0.0.0,deny,ip,127.0.0.0/24,0.0.0.0/0, , 
acl_Deny_IP_169.254.0.0,deny,ip,169.254.0.0/16,0.0.0.0/0, , 
acl_Deny_IP_192.0.0.0,deny,ip,192.0.0.0/8,0.0.0.0/0, , 
acl_Permit_DHCP,permit,udp,0.0.0.0/0,any,68,67
acl_VozCisco_5M20_reply_1,permit,icmp,172.16.146.0/24,0.0.0.0/0,any,any
acl_VozCisco_5M20_request_1,permit,icmp,172.16.146.0/24,0.0.0.0/0,any,any
acl_Deny_ICMP,deny,icmp,0.0.0.0/0,0.0.0.0/0,any,any
acl_Permit_TCP_170.70.0.0_1,permit,tcp,172.16.146.0/24,170.70.0.0/16,any,any
acl_Permit_UDP_170.70.0.0_1,permit,udp,172.16.146.0/24,170.70.0.0/16,any,any
acl_Deny_IP_170.70.0.0_1,deny,ip,172.16.146.0/24,170.70.0.0/16, , 
acl_Permit_TCP_172.16.0.0_2,permit,tcp,172.16.146.0/24,172.16.0.0/16,any,any
acl_Permit_UDP_172.16.0.0_1,permit,udp,172.16.146.0/24,172.16.0.0/16,any,any
acl_Deny_IP_172.16.0.0_1,deny,ip,172.16.146.0/24,172.16.0.0/16, , 
acl_Deny_IP_172.17.0.0_1,deny,ip,172.16.146.0/24,172.17.0.0/16, , 
acl_Permit_TCP_172.18.0.0_1,permit,tcp,172.16.146.0/24,172.18.188.128/25,any,any
acl_Permit_UDP_172.18.0.0_1,permit,udp,172.16.146.0/24,172.18.188.128/25,any,any
acl_Deny_IP_172.18.0.0_1,deny,ip,172.16.146.0/24,172.18.0.0/16, , 
acl_Deny_IP_172.24.0.0_1,deny,ip,172.16.148.0/23,172.24.0.0/16, , 
acl_Deny_Any_Any,deny,ip,0.0.0.0/0,0.0.0.0/0, , 
acl_Deny_IP_10.0.0.0,deny,ip,10.0.0.0/24,0.0.0.0/0, , 
acl_Deny_IP_127.0.0.0,deny,ip,127.0.0.0/24,0.0.0.0/0, , 
acl_Deny_IP_169.254.0.0,deny,ip,169.254.0.0/16,0.0.0.0/0, , 
acl_Deny_IP_192.0.0.0,deny,ip,192.0.0.0/8,0.0.0.0/0, , 
acl_Permit_DHCP,permit,udp,0.0.0.0/0,any,68,67
acl_VozCisco_Bolivar_reply_1,permit,icmp,172.16.147.0/24,0.0.0.0/0,any,any
acl_VozCisco_Bolivar_request_1,permit,icmp,172.16.147.0/24,0.0.0.0/0,any,any
acl_Deny_ICMP,deny,icmp,0.0.0.0/0,0.0.0.0/0,any,any
acl_Permit_TCP_170.70.0.0_1,permit,tcp,172.16.147.0/24,170.70.0.0/16,any,any
acl_Permit_UDP_170.70.0.0_1,permit,udp,172.16.147.0/24,170.70.0.0/16,any,any
acl_Deny_IP_170.70.0.0_1,deny,ip,172.16.147.0/24,170.70.0.0/16, , 
acl_Permit_TCP_172.16.0.0_2,permit,tcp,172.16.147.0/24,172.16.0.0/16,any,any
acl_Permit_UDP_172.16.0.0_1,permit,udp,172.16.147.0/24,172.16.0.0/16,any,any
acl_Deny_IP_172.16.0.0_1,deny,ip,172.16.147.0/24,172.16.0.0/16, , 
acl_Deny_IP_172.17.0.0_1,deny,ip,172.16.147.0/24,172.17.0.0/16, , 
acl_Permit_TCP_172.18.0.0_1,permit,tcp,172.16.147.0/24,172.18.188.128/25,any,any
acl_Permit_UDP_172.18.0.0_1,permit,udp,172.16.147.0/24,172.18.188.128/25,any,any
acl_Deny_IP_172.18.0.0_1,deny,ip,172.16.147.0/24,172.18.0.0/16, , 
acl_Deny_IP_172.24.0.0_1,deny,ip,172.16.148.0/23,172.24.0.0/16, , 
acl_Deny_Any_Any,deny,ip,0.0.0.0/0,0.0.0.0/0, , 
acl_Deny_UDP_4444,deny,udp,0.0.0.0/0,0.0.0.0/0,1025-65535,4444
acl_Deny_UDP_4996,deny,udp,0.0.0.0/0,0.0.0.0/0,1025-65535,4996
acl_Deny_UDP_69,deny,udp,0.0.0.0/0,0.0.0.0/0,1025-65535,69
acl_Deny_IP_10.0.0.0,deny,ip,10.0.0.0/24,0.0.0.0/0, , 
acl_Deny_IP_127.0.0.0,deny,ip,127.0.0.0/24,0.0.0.0/0, , 
acl_Deny_IP_169.254.0.0,deny,ip,169.254.0.0/16,0.0.0.0/0, , 
acl_Deny_IP_192.0.0.0,deny,ip,192.0.0.0/8,0.0.0.0/0, , 
acl_Permit_Any_Any,deny,ip,0.0.0.0/0,0.0.0.0/0, , 
